"date","wm_yr_wk","wday","month","year","d","evento","Vendas_do_dia","week_group"
"2011-04-28",11113,6,4,2011,"d_90",0,271,1
"2011-04-29",11113,7,4,2011,"d_91",0,303,1
"2011-04-30",11114,1,4,2011,"d_92",0,432,0
"2011-05-01",11114,2,5,2011,"d_93",0,438,0
"2011-05-02",11114,3,5,2011,"d_94",0,316,1
"2011-05-03",11114,4,5,2011,"d_95",0,283,1
"2011-05-04",11114,5,5,2011,"d_96",0,271,1
"2011-05-05",11114,6,5,2011,"d_97",1,239,1
"2011-05-06",11114,7,5,2011,"d_98",0,276,1
"2011-05-07",11115,1,5,2011,"d_99",0,358,0
"2011-05-08",11115,2,5,2011,"d_100",1,291,0
"2011-05-09",11115,3,5,2011,"d_101",0,384,1
"2011-05-10",11115,4,5,2011,"d_102",0,279,1
"2011-05-11",11115,5,5,2011,"d_103",0,264,1
"2011-05-12",11115,6,5,2011,"d_104",0,264,1
"2011-05-13",11115,7,5,2011,"d_105",0,354,1
"2011-05-14",11116,1,5,2011,"d_106",0,435,0
"2011-05-15",11116,2,5,2011,"d_107",0,455,0
"2011-05-16",11116,3,5,2011,"d_108",0,304,1
"2011-05-17",11116,4,5,2011,"d_109",0,301,1
"2011-05-18",11116,5,5,2011,"d_110",0,260,1
"2011-05-19",11116,6,5,2011,"d_111",0,254,1
"2011-05-20",11116,7,5,2011,"d_112",0,272,1
"2011-05-21",11117,1,5,2011,"d_113",0,398,0
"2011-05-22",11117,2,5,2011,"d_114",0,363,0
"2011-05-23",11117,3,5,2011,"d_115",0,250,1
"2011-05-24",11117,4,5,2011,"d_116",0,264,1
"2011-05-25",11117,5,5,2011,"d_117",0,244,1
"2011-05-26",11117,6,5,2011,"d_118",0,230,1
"2011-05-27",11117,7,5,2011,"d_119",0,277,1
"2011-05-28",11118,1,5,2011,"d_120",0,346,0
"2011-05-29",11118,2,5,2011,"d_121",0,336,0
"2011-05-30",11118,3,5,2011,"d_122",1,357,1
"2011-05-31",11118,4,5,2011,"d_123",1,308,1
"2011-06-01",11118,5,6,2011,"d_124",0,361,1
"2011-06-02",11118,6,6,2011,"d_125",0,307,1
"2011-06-03",11118,7,6,2011,"d_126",0,306,1
"2011-06-04",11119,1,6,2011,"d_127",0,422,0
"2011-06-05",11119,2,6,2011,"d_128",0,409,0
"2011-06-06",11119,3,6,2011,"d_129",0,278,1
"2011-06-07",11119,4,6,2011,"d_130",0,375,1
"2011-06-08",11119,5,6,2011,"d_131",0,284,1
"2011-06-09",11119,6,6,2011,"d_132",0,291,1
"2011-06-10",11119,7,6,2011,"d_133",0,363,1
"2011-06-11",11120,1,6,2011,"d_134",0,463,0
"2011-06-12",11120,2,6,2011,"d_135",1,433,0
"2011-06-13",11120,3,6,2011,"d_136",0,360,1
"2011-06-14",11120,4,6,2011,"d_137",0,327,1
"2011-06-15",11120,5,6,2011,"d_138",0,243,1
"2011-06-16",11120,6,6,2011,"d_139",0,306,1
"2011-06-17",11120,7,6,2011,"d_140",0,325,1
"2011-06-18",11121,1,6,2011,"d_141",0,395,0
"2011-06-19",11121,2,6,2011,"d_142",1,359,0
"2011-06-20",11121,3,6,2011,"d_143",0,370,1
"2011-06-21",11121,4,6,2011,"d_144",0,308,1
"2011-06-22",11121,5,6,2011,"d_145",0,231,1
"2011-06-23",11121,6,6,2011,"d_146",0,277,1
"2011-06-24",11121,7,6,2011,"d_147",0,346,1
"2011-06-25",11122,1,6,2011,"d_148",0,391,0
"2011-06-26",11122,2,6,2011,"d_149",0,414,0
"2011-06-27",11122,3,6,2011,"d_150",0,317,1
"2011-06-28",11122,4,6,2011,"d_151",0,242,1
"2011-06-29",11122,5,6,2011,"d_152",0,237,1
"2011-06-30",11122,6,6,2011,"d_153",0,262,1
"2011-07-01",11122,7,7,2011,"d_154",0,338,1
"2011-07-02",11123,1,7,2011,"d_155",0,409,0
"2011-07-03",11123,2,7,2011,"d_156",0,320,0
"2011-07-04",11123,3,7,2011,"d_157",1,314,1
"2011-07-05",11123,4,7,2011,"d_158",0,305,1
"2011-07-06",11123,5,7,2011,"d_159",0,273,1
"2011-07-07",11123,6,7,2011,"d_160",0,382,1
"2011-07-08",11123,7,7,2011,"d_161",0,370,1
"2011-07-09",11124,1,7,2011,"d_162",0,447,0
"2011-07-10",11124,2,7,2011,"d_163",0,498,0
"2011-07-11",11124,3,7,2011,"d_164",0,316,1
"2011-07-12",11124,4,7,2011,"d_165",0,361,1
"2011-07-13",11124,5,7,2011,"d_166",0,302,1
"2011-07-14",11124,6,7,2011,"d_167",0,264,1
"2011-07-15",11124,7,7,2011,"d_168",0,340,1
"2011-07-16",11125,1,7,2011,"d_169",0,417,0
"2011-07-17",11125,2,7,2011,"d_170",0,386,0
"2011-07-18",11125,3,7,2011,"d_171",0,321,1
"2011-07-19",11125,4,7,2011,"d_172",0,298,1
"2011-07-20",11125,5,7,2011,"d_173",0,261,1
"2011-07-21",11125,6,7,2011,"d_174",0,280,1
"2011-07-22",11125,7,7,2011,"d_175",0,350,1
"2011-07-23",11126,1,7,2011,"d_176",0,420,0
"2011-07-24",11126,2,7,2011,"d_177",0,392,0
"2011-07-25",11126,3,7,2011,"d_178",0,348,1
"2011-07-26",11126,4,7,2011,"d_179",0,267,1
"2011-07-27",11126,5,7,2011,"d_180",0,251,1
"2011-07-28",11126,6,7,2011,"d_181",0,323,1
"2011-07-29",11126,7,7,2011,"d_182",0,313,1
"2011-07-30",11127,1,7,2011,"d_183",0,481,0
"2011-07-31",11127,2,7,2011,"d_184",0,411,0
"2011-08-01",11127,3,8,2011,"d_185",1,320,1
"2011-08-02",11127,4,8,2011,"d_186",0,328,1
"2011-08-03",11127,5,8,2011,"d_187",0,322,1
"2011-08-04",11127,6,8,2011,"d_188",0,306,1
"2011-08-05",11127,7,8,2011,"d_189",0,321,1
"2011-08-06",11128,1,8,2011,"d_190",0,483,0
"2011-08-07",11128,2,8,2011,"d_191",0,465,0
"2011-08-08",11128,3,8,2011,"d_192",0,347,1
"2011-08-09",11128,4,8,2011,"d_193",0,319,1
"2011-08-10",11128,5,8,2011,"d_194",0,370,1
"2011-08-11",11128,6,8,2011,"d_195",0,302,1
"2011-08-12",11128,7,8,2011,"d_196",0,376,1
"2011-08-13",11129,1,8,2011,"d_197",0,499,0
"2011-08-14",11129,2,8,2011,"d_198",0,457,0
"2011-08-15",11129,3,8,2011,"d_199",0,345,1
"2011-08-16",11129,4,8,2011,"d_200",0,356,1
"2011-08-17",11129,5,8,2011,"d_201",0,327,1
"2011-08-18",11129,6,8,2011,"d_202",0,271,1
"2011-08-19",11129,7,8,2011,"d_203",0,410,1
"2011-08-20",11130,1,8,2011,"d_204",0,509,0
"2011-08-21",11130,2,8,2011,"d_205",0,587,0
"2011-08-22",11130,3,8,2011,"d_206",0,379,1
"2011-08-23",11130,4,8,2011,"d_207",0,351,1
"2011-08-24",11130,5,8,2011,"d_208",0,255,1
"2011-08-25",11130,6,8,2011,"d_209",0,335,1
"2011-08-26",11130,7,8,2011,"d_210",0,289,1
"2011-08-27",11131,1,8,2011,"d_211",0,495,0
"2011-08-28",11131,2,8,2011,"d_212",0,482,0
"2011-08-29",11131,3,8,2011,"d_213",0,279,1
"2011-08-30",11131,4,8,2011,"d_214",0,280,1
"2011-08-31",11131,5,8,2011,"d_215",1,265,1
"2011-09-01",11131,6,9,2011,"d_216",0,406,1
"2011-09-02",11131,7,9,2011,"d_217",0,400,1
"2011-09-03",11132,1,9,2011,"d_218",0,569,0
"2011-09-04",11132,2,9,2011,"d_219",0,423,0
"2011-09-05",11132,3,9,2011,"d_220",1,412,1
"2011-09-06",11132,4,9,2011,"d_221",0,328,1
"2011-09-07",11132,5,9,2011,"d_222",0,343,1
"2011-09-08",11132,6,9,2011,"d_223",0,310,1
"2011-09-09",11132,7,9,2011,"d_224",0,463,1
"2011-09-10",11133,1,9,2011,"d_225",0,522,0
"2011-09-11",11133,2,9,2011,"d_226",0,446,0
"2011-09-12",11133,3,9,2011,"d_227",0,296,1
"2011-09-13",11133,4,9,2011,"d_228",0,394,1
"2011-09-14",11133,5,9,2011,"d_229",0,333,1
"2011-09-15",11133,6,9,2011,"d_230",0,302,1
"2011-09-16",11133,7,9,2011,"d_231",0,420,1
"2011-09-17",11134,1,9,2011,"d_232",0,485,0
"2011-09-18",11134,2,9,2011,"d_233",0,496,0
"2011-09-19",11134,3,9,2011,"d_234",0,372,1
"2011-09-20",11134,4,9,2011,"d_235",0,270,1
"2011-09-21",11134,5,9,2011,"d_236",0,297,1
"2011-09-22",11134,6,9,2011,"d_237",0,269,1
"2011-09-23",11134,7,9,2011,"d_238",0,333,1
"2011-09-24",11135,1,9,2011,"d_239",0,512,0
"2011-09-25",11135,2,9,2011,"d_240",0,428,0
"2011-09-26",11135,3,9,2011,"d_241",0,298,1
"2011-09-27",11135,4,9,2011,"d_242",0,315,1
"2011-09-28",11135,5,9,2011,"d_243",0,276,1
"2011-09-29",11135,6,9,2011,"d_244",0,321,1
"2011-09-30",11135,7,9,2011,"d_245",0,435,1
"2011-10-01",11136,1,10,2011,"d_246",0,558,0
"2011-10-02",11136,2,10,2011,"d_247",0,499,0
"2011-10-03",11136,3,10,2011,"d_248",0,386,1
"2011-10-04",11136,4,10,2011,"d_249",0,273,1
"2011-10-05",11136,5,10,2011,"d_250",0,329,1
"2011-10-06",11136,6,10,2011,"d_251",0,306,1
"2011-10-07",11136,7,10,2011,"d_252",0,367,1
"2011-10-08",11137,1,10,2011,"d_253",0,465,0
"2011-10-09",11137,2,10,2011,"d_254",0,454,0
"2011-10-10",11137,3,10,2011,"d_255",1,347,1
"2011-10-11",11137,4,10,2011,"d_256",0,283,1
"2011-10-12",11137,5,10,2011,"d_257",0,319,1
"2011-10-13",11137,6,10,2011,"d_258",0,327,1
"2011-10-14",11137,7,10,2011,"d_259",0,390,1
"2011-10-15",11138,1,10,2011,"d_260",0,444,0
"2011-10-16",11138,2,10,2011,"d_261",0,543,0
"2011-10-17",11138,3,10,2011,"d_262",0,426,1
"2011-10-18",11138,4,10,2011,"d_263",0,455,1
"2011-10-19",11138,5,10,2011,"d_264",0,278,1
"2011-10-20",11138,6,10,2011,"d_265",0,345,1
"2011-10-21",11138,7,10,2011,"d_266",0,377,1
"2011-10-22",11139,1,10,2011,"d_267",0,464,0
"2011-10-23",11139,2,10,2011,"d_268",0,483,0
"2011-10-24",11139,3,10,2011,"d_269",0,360,1
"2011-10-25",11139,4,10,2011,"d_270",0,310,1
"2011-10-26",11139,5,10,2011,"d_271",0,352,1
"2011-10-27",11139,6,10,2011,"d_272",0,316,1
"2011-10-28",11139,7,10,2011,"d_273",0,352,1
"2011-10-29",11140,1,10,2011,"d_274",0,446,0
"2011-10-30",11140,2,10,2011,"d_275",0,486,0
"2011-10-31",11140,3,10,2011,"d_276",1,309,1
"2011-11-01",11140,4,11,2011,"d_277",0,403,1
"2011-11-02",11140,5,11,2011,"d_278",0,304,1
"2011-11-03",11140,6,11,2011,"d_279",0,304,1
"2011-11-04",11140,7,11,2011,"d_280",0,358,1
"2011-11-05",11141,1,11,2011,"d_281",0,507,0
"2011-11-06",11141,2,11,2011,"d_282",0,500,0
"2011-11-07",11141,3,11,2011,"d_283",1,325,1
"2011-11-08",11141,4,11,2011,"d_284",0,318,1
"2011-11-09",11141,5,11,2011,"d_285",0,281,1
"2011-11-10",11141,6,11,2011,"d_286",0,306,1
"2011-11-11",11141,7,11,2011,"d_287",1,318,1
"2011-11-12",11142,1,11,2011,"d_288",0,667,0
"2011-11-13",11142,2,11,2011,"d_289",0,521,0
"2011-11-14",11142,3,11,2011,"d_290",0,320,1
"2011-11-15",11142,4,11,2011,"d_291",0,338,1
"2011-11-16",11142,5,11,2011,"d_292",0,314,1
"2011-11-17",11142,6,11,2011,"d_293",0,344,1
"2011-11-18",11142,7,11,2011,"d_294",0,384,1
"2011-11-19",11143,1,11,2011,"d_295",0,505,0
"2011-11-20",11143,2,11,2011,"d_296",0,528,0
"2011-11-21",11143,3,11,2011,"d_297",0,337,1
"2011-11-22",11143,4,11,2011,"d_298",0,349,1
"2011-11-23",11143,5,11,2011,"d_299",0,424,1
"2011-11-24",11143,6,11,2011,"d_300",1,334,1
"2011-11-25",11143,7,11,2011,"d_301",0,342,1
"2011-11-26",11144,1,11,2011,"d_302",0,353,0
"2011-11-27",11144,2,11,2011,"d_303",0,416,0
"2011-11-28",11144,3,11,2011,"d_304",0,327,1
"2011-11-29",11144,4,11,2011,"d_305",0,295,1
"2011-11-30",11144,5,11,2011,"d_306",0,312,1
"2011-12-01",11144,6,12,2011,"d_307",0,359,1
"2011-12-02",11144,7,12,2011,"d_308",0,349,1
"2011-12-03",11145,1,12,2011,"d_309",0,439,0
"2011-12-04",11145,2,12,2011,"d_310",0,432,0
"2011-12-05",11145,3,12,2011,"d_311",0,305,1
"2011-12-06",11145,4,12,2011,"d_312",0,273,1
"2011-12-07",11145,5,12,2011,"d_313",0,287,1
"2011-12-08",11145,6,12,2011,"d_314",0,314,1
"2011-12-09",11145,7,12,2011,"d_315",0,374,1
"2011-12-10",11146,1,12,2011,"d_316",0,408,0
"2011-12-11",11146,2,12,2011,"d_317",0,475,0
"2011-12-12",11146,3,12,2011,"d_318",0,275,1
"2011-12-13",11146,4,12,2011,"d_319",0,286,1
"2011-12-14",11146,5,12,2011,"d_320",0,349,1
"2011-12-15",11146,6,12,2011,"d_321",0,318,1
"2011-12-16",11146,7,12,2011,"d_322",0,324,1
"2011-12-17",11147,1,12,2011,"d_323",0,539,0
"2011-12-18",11147,2,12,2011,"d_324",0,427,0
"2011-12-19",11147,3,12,2011,"d_325",0,307,1
"2011-12-20",11147,4,12,2011,"d_326",0,338,1
"2011-12-21",11147,5,12,2011,"d_327",0,305,1
"2011-12-22",11147,6,12,2011,"d_328",0,367,1
"2011-12-23",11147,7,12,2011,"d_329",0,406,1
"2011-12-24",11148,1,12,2011,"d_330",0,300,0
"2011-12-25",11148,2,12,2011,"d_331",1,81,0
"2011-12-26",11148,3,12,2011,"d_332",0,451,1
"2011-12-27",11148,4,12,2011,"d_333",0,324,1
"2011-12-28",11148,5,12,2011,"d_334",1,385,1
"2011-12-29",11148,6,12,2011,"d_335",0,324,1
"2011-12-30",11148,7,12,2011,"d_336",0,469,1
"2011-12-31",11149,1,12,2011,"d_337",0,425,0
"2012-01-01",11149,2,1,2012,"d_338",1,329,0
"2012-01-02",11149,3,1,2012,"d_339",0,445,1
"2012-01-03",11149,4,1,2012,"d_340",0,329,1
"2012-01-04",11149,5,1,2012,"d_341",0,340,1
"2012-01-05",11149,6,1,2012,"d_342",0,379,1
"2012-01-06",11149,7,1,2012,"d_343",0,396,1
"2012-01-07",11150,1,1,2012,"d_344",1,451,0
"2012-01-08",11150,2,1,2012,"d_345",0,444,0
"2012-01-09",11150,3,1,2012,"d_346",0,342,1
"2012-01-10",11150,4,1,2012,"d_347",0,294,1
"2012-01-11",11150,5,1,2012,"d_348",0,342,1
"2012-01-12",11150,6,1,2012,"d_349",0,298,1
"2012-01-13",11150,7,1,2012,"d_350",0,394,1
"2012-01-14",11151,1,1,2012,"d_351",0,448,0
"2012-01-15",11151,2,1,2012,"d_352",0,430,0
"2012-01-16",11151,3,1,2012,"d_353",1,366,1
"2012-01-17",11151,4,1,2012,"d_354",0,290,1
"2012-01-18",11151,5,1,2012,"d_355",0,311,1
"2012-01-19",11151,6,1,2012,"d_356",0,323,1
"2012-01-20",11151,7,1,2012,"d_357",0,351,1
"2012-01-21",11152,1,1,2012,"d_358",0,542,0
"2012-01-22",11152,2,1,2012,"d_359",0,471,0
"2012-01-23",11152,3,1,2012,"d_360",0,342,1
"2012-01-24",11152,4,1,2012,"d_361",0,295,1
"2012-01-25",11152,5,1,2012,"d_362",0,320,1
"2012-01-26",11152,6,1,2012,"d_363",0,297,1
"2012-01-27",11152,7,1,2012,"d_364",0,361,1
"2012-01-28",11201,1,1,2012,"d_365",0,439,0
"2012-01-29",11201,2,1,2012,"d_366",0,516,0
"2012-01-30",11201,3,1,2012,"d_367",0,356,1
"2012-01-31",11201,4,1,2012,"d_368",0,348,1
"2012-02-01",11201,5,2,2012,"d_369",0,430,1
"2012-02-02",11201,6,2,2012,"d_370",0,384,1
"2012-02-03",11201,7,2,2012,"d_371",0,477,1
"2012-02-04",11202,1,2,2012,"d_372",0,587,0
"2012-02-05",11202,2,2,2012,"d_373",1,570,0
"2012-02-06",11202,3,2,2012,"d_374",0,339,1
"2012-02-07",11202,4,2,2012,"d_375",0,442,1
"2012-02-08",11202,5,2,2012,"d_376",0,465,1
"2012-02-09",11202,6,2,2012,"d_377",0,397,1
"2012-02-10",11202,7,2,2012,"d_378",0,354,1
"2012-02-11",11203,1,2,2012,"d_379",0,478,0
"2012-02-12",11203,2,2,2012,"d_380",0,606,0
"2012-02-13",11203,3,2,2012,"d_381",0,387,1
"2012-02-14",11203,4,2,2012,"d_382",1,345,1
"2012-02-15",11203,5,2,2012,"d_383",0,408,1
"2012-02-16",11203,6,2,2012,"d_384",0,412,1
"2012-02-17",11203,7,2,2012,"d_385",0,429,1
"2012-02-18",11204,1,2,2012,"d_386",0,531,0
"2012-02-19",11204,2,2,2012,"d_387",0,555,0
"2012-02-20",11204,3,2,2012,"d_388",1,544,1
"2012-02-21",11204,4,2,2012,"d_389",0,386,1
"2012-02-22",11204,5,2,2012,"d_390",1,421,1
"2012-02-23",11204,6,2,2012,"d_391",0,468,1
"2012-02-24",11204,7,2,2012,"d_392",0,424,1
"2012-02-25",11205,1,2,2012,"d_393",0,537,0
"2012-02-26",11205,2,2,2012,"d_394",0,566,0
"2012-02-27",11205,3,2,2012,"d_395",0,460,1
"2012-02-28",11205,4,2,2012,"d_396",0,379,1
"2012-02-29",11205,5,2,2012,"d_397",1,386,1
"2012-03-01",11205,6,3,2012,"d_398",0,489,1
"2012-03-02",11205,7,3,2012,"d_399",0,445,1
"2012-03-03",11206,1,3,2012,"d_400",0,522,0
"2012-03-04",11206,2,3,2012,"d_401",0,561,0
"2012-03-05",11206,3,3,2012,"d_402",0,400,1
"2012-03-06",11206,4,3,2012,"d_403",0,372,1
"2012-03-07",11206,5,3,2012,"d_404",0,387,1
"2012-03-08",11206,6,3,2012,"d_405",1,380,1
"2012-03-09",11206,7,3,2012,"d_406",0,360,1
"2012-03-10",11207,1,3,2012,"d_407",0,611,0
"2012-03-11",11207,2,3,2012,"d_408",0,544,0
"2012-03-12",11207,3,3,2012,"d_409",0,431,1
"2012-03-13",11207,4,3,2012,"d_410",0,364,1
"2012-03-14",11207,5,3,2012,"d_411",0,361,1
"2012-03-15",11207,6,3,2012,"d_412",0,357,1
"2012-03-16",11207,7,3,2012,"d_413",0,316,1
"2012-03-17",11208,1,3,2012,"d_414",1,484,0
"2012-03-18",11208,2,3,2012,"d_415",0,662,0
"2012-03-19",11208,3,3,2012,"d_416",0,499,1
"2012-03-20",11208,4,3,2012,"d_417",0,446,1
"2012-03-21",11208,5,3,2012,"d_418",0,472,1
"2012-03-22",11208,6,3,2012,"d_419",0,420,1
"2012-03-23",11208,7,3,2012,"d_420",0,403,1
"2012-03-24",11209,1,3,2012,"d_421",0,557,0
"2012-03-25",11209,2,3,2012,"d_422",0,556,0
"2012-03-26",11209,3,3,2012,"d_423",0,424,1
"2012-03-27",11209,4,3,2012,"d_424",0,317,1
"2012-03-28",11209,5,3,2012,"d_425",0,345,1
"2012-03-29",11209,6,3,2012,"d_426",0,343,1
"2012-03-30",11209,7,3,2012,"d_427",0,444,1
"2012-03-31",11210,1,3,2012,"d_428",0,522,0
"2012-04-01",11210,2,4,2012,"d_429",0,625,0
"2012-04-02",11210,3,4,2012,"d_430",0,384,1
"2012-04-03",11210,4,4,2012,"d_431",0,455,1
"2012-04-04",11210,5,4,2012,"d_432",0,457,1
"2012-04-05",11210,6,4,2012,"d_433",0,464,1
"2012-04-06",11210,7,4,2012,"d_434",0,499,1
"2012-04-07",11211,1,4,2012,"d_435",0,586,0
"2012-04-08",11211,2,4,2012,"d_436",1,627,0
"2012-04-09",11211,3,4,2012,"d_437",0,398,1
"2012-04-10",11211,4,4,2012,"d_438",0,406,1
"2012-04-11",11211,5,4,2012,"d_439",0,407,1
"2012-04-12",11211,6,4,2012,"d_440",0,308,1
"2012-04-13",11211,7,4,2012,"d_441",0,429,1
"2012-04-14",11212,1,4,2012,"d_442",1,567,0
"2012-04-15",11212,2,4,2012,"d_443",1,682,0
"2012-04-16",11212,3,4,2012,"d_444",0,417,1
"2012-04-17",11212,4,4,2012,"d_445",0,409,1
"2012-04-18",11212,5,4,2012,"d_446",0,344,1
"2012-04-19",11212,6,4,2012,"d_447",0,371,1
"2012-04-20",11212,7,4,2012,"d_448",0,306,1
"2012-04-21",11213,1,4,2012,"d_449",0,497,0
"2012-04-22",11213,2,4,2012,"d_450",0,516,0
"2012-04-23",11213,3,4,2012,"d_451",0,475,1
"2012-04-24",11213,4,4,2012,"d_452",0,429,1
"2012-04-25",11213,5,4,2012,"d_453",0,417,1
"2012-04-26",11213,6,4,2012,"d_454",0,391,1
"2012-04-27",11213,7,4,2012,"d_455",0,421,1
"2012-04-28",11214,1,4,2012,"d_456",0,570,0
"2012-04-29",11214,2,4,2012,"d_457",0,524,0
"2012-04-30",11214,3,4,2012,"d_458",0,406,1
"2012-05-01",11214,4,5,2012,"d_459",0,439,1
"2012-05-02",11214,5,5,2012,"d_460",0,385,1
"2012-05-03",11214,6,5,2012,"d_461",0,452,1
"2012-05-04",11214,7,5,2012,"d_462",0,461,1
"2012-05-05",11215,1,5,2012,"d_463",1,629,0
"2012-05-06",11215,2,5,2012,"d_464",0,664,0
"2012-05-07",11215,3,5,2012,"d_465",0,394,1
"2012-05-08",11215,4,5,2012,"d_466",0,337,1
"2012-05-09",11215,5,5,2012,"d_467",0,348,1
"2012-05-10",11215,6,5,2012,"d_468",0,389,1
"2012-05-11",11215,7,5,2012,"d_469",0,416,1
"2012-05-12",11216,1,5,2012,"d_470",0,525,0
"2012-05-13",11216,2,5,2012,"d_471",1,491,0
"2012-05-14",11216,3,5,2012,"d_472",0,456,1
"2012-05-15",11216,4,5,2012,"d_473",0,381,1
"2012-05-16",11216,5,5,2012,"d_474",0,455,1
"2012-05-17",11216,6,5,2012,"d_475",0,350,1
"2012-05-18",11216,7,5,2012,"d_476",0,402,1
"2012-05-19",11217,1,5,2012,"d_477",0,508,0
"2012-05-20",11217,2,5,2012,"d_478",0,576,0
"2012-05-21",11217,3,5,2012,"d_479",0,445,1
"2012-05-22",11217,4,5,2012,"d_480",0,434,1
